country,parent_admin_unit,admin_unit,admin_unit_level,program_name,program_type,program_focus,program_description,eligible_entities,funding_amount,application_window,delivery_partners,related_STRATEGIC_STACK,unsdg_alignment,capital_stack_notes,portfolio_fit,verification_sources,data_quality,last_updated
US,United States - US,Vermont (US-VT),State,Transmission Siting and Economic Development (TSED) Grant Program,Grant,clean energy|infrastructure|climate resilience|economic development,The U.S. Department of Energy’s Grid Deployment Office provides up to $760 million to accelerate siting and permitting of high‑voltage transmission projects and to support community infrastructure and economic development projects in states where transmission lines are built. The program streamlines permitting and funds local benefits such as infrastructure upgrades and community engagement【213348371911855†L121-L139】.,State energy offices|Public utility commissions|Local governments|Community organisations in affected states,USD up to $760 million total; project awards vary (unknown per state),Rolling; selections announced annually,U.S. Department of Energy Grid Deployment Office|State agencies|Local governments,grants|technical assistance|community benefits agreements,"SDG 7 – Affordable and Clean Energy|SDG 9 – Industry, Innovation and Infrastructure|SDG 11 – Sustainable Cities and Communities|SDG 13 – Climate Action",Federal grants can be layered with state and private financing for transmission projects; community projects may leverage additional funding from local governments and private partners.,clean power|grid infrastructure|community resilience,https://www.energy.gov/gdo/transmission-siting-and-economic-development-grants-program【213348371911855†L121-L139】,official secondary,2025-10-01T13:36:31.766825
US,United States - US,Vermont (US-VT),State,Rural Economic Development Loan & Grant (REDLG) Program,Loan & Grant,rural development|infrastructure|business support|health|education,"USDA’s Rural Economic Development Loan and Grant program provides zero‑interest loans to local utilities which re‑lend the funds to rural businesses and community facilities. Grants of up to $300,000 establish revolving loan funds. Funding can support business incubators, community development, equipment for education and medical care, start‑up costs and expansion of rural enterprises【465656359637599†L31-L40】【465656359637599†L68-L74】.","Former Rural Utilities Service borrowers|Nonprofit utilities|Current Rural Development electric or telecommunications program borrowers; ultimate recipients include rural for‑profit businesses and non‑profits in communities under 50,000 population【465656359637599†L52-L56】","Loans up to USD 1 million; grants up to USD 300,000; ultimate recipients may receive up to 80% of project costs with 20% match【465656359637599†L36-L40】【465656359637599†L83-L88】",Applications accepted periodically via USDA notices,USDA Rural Development (Rural Business Service)|Local utility organizations,zero‑interest loans|grants|revolving loan funds|technical assistance,"SDG 1 – No Poverty|SDG 8 – Decent Work and Economic Growth|SDG 9 – Industry, Innovation and Infrastructure",Zero‑interest loans and grants can be combined with private financing and local utility contributions; revolving funds provide ongoing capital for rural projects.,rural infrastructure|digital connectivity|business incubation,https://www.appalachiandevelopment.org/funding/rural-economic-development-loan-and-grant-program【465656359637599†L31-L40】【465656359637599†L52-L74】【465656359637599†L83-L88】,official secondary,2025-10-01T13:36:31.766825
US,United States - US,Virginia (US-VA),State,Transmission Siting and Economic Development (TSED) Grant Program,Grant,clean energy|infrastructure|climate resilience|economic development,The U.S. Department of Energy’s Grid Deployment Office provides up to $760 million to accelerate siting and permitting of high‑voltage transmission projects and to support community infrastructure and economic development projects in states where transmission lines are built. The program streamlines permitting and funds local benefits such as infrastructure upgrades and community engagement【213348371911855†L121-L139】.,State energy offices|Public utility commissions|Local governments|Community organisations in affected states,USD up to $760 million total; project awards vary (unknown per state),Rolling; selections announced annually,U.S. Department of Energy Grid Deployment Office|State agencies|Local governments,grants|technical assistance|community benefits agreements,"SDG 7 – Affordable and Clean Energy|SDG 9 – Industry, Innovation and Infrastructure|SDG 11 – Sustainable Cities and Communities|SDG 13 – Climate Action",Federal grants can be layered with state and private financing for transmission projects; community projects may leverage additional funding from local governments and private partners.,clean power|grid infrastructure|community resilience,https://www.energy.gov/gdo/transmission-siting-and-economic-development-grants-program【213348371911855†L121-L139】,official secondary,2025-10-01T13:36:31.766825
US,United States - US,Virginia (US-VA),State,Rural Economic Development Loan & Grant (REDLG) Program,Loan & Grant,rural development|infrastructure|business support|health|education,"USDA’s Rural Economic Development Loan and Grant program provides zero‑interest loans to local utilities which re‑lend the funds to rural businesses and community facilities. Grants of up to $300,000 establish revolving loan funds. Funding can support business incubators, community development, equipment for education and medical care, start‑up costs and expansion of rural enterprises【465656359637599†L31-L40】【465656359637599†L68-L74】.","Former Rural Utilities Service borrowers|Nonprofit utilities|Current Rural Development electric or telecommunications program borrowers; ultimate recipients include rural for‑profit businesses and non‑profits in communities under 50,000 population【465656359637599†L52-L56】","Loans up to USD 1 million; grants up to USD 300,000; ultimate recipients may receive up to 80% of project costs with 20% match【465656359637599†L36-L40】【465656359637599†L83-L88】",Applications accepted periodically via USDA notices,USDA Rural Development (Rural Business Service)|Local utility organizations,zero‑interest loans|grants|revolving loan funds|technical assistance,"SDG 1 – No Poverty|SDG 8 – Decent Work and Economic Growth|SDG 9 – Industry, Innovation and Infrastructure",Zero‑interest loans and grants can be combined with private financing and local utility contributions; revolving funds provide ongoing capital for rural projects.,rural infrastructure|digital connectivity|business incubation,https://www.appalachiandevelopment.org/funding/rural-economic-development-loan-and-grant-program【465656359637599†L31-L40】【465656359637599†L52-L74】【465656359637599†L83-L88】,official secondary,2025-10-01T13:36:31.766825
US,United States - US,Washington (US-WA),State,Transmission Siting and Economic Development (TSED) Grant Program,Grant,clean energy|infrastructure|climate resilience|economic development,The U.S. Department of Energy’s Grid Deployment Office provides up to $760 million to accelerate siting and permitting of high‑voltage transmission projects and to support community infrastructure and economic development projects in states where transmission lines are built. The program streamlines permitting and funds local benefits such as infrastructure upgrades and community engagement【213348371911855†L121-L139】.,State energy offices|Public utility commissions|Local governments|Community organisations in affected states,USD up to $760 million total; project awards vary (unknown per state),Rolling; selections announced annually,U.S. Department of Energy Grid Deployment Office|State agencies|Local governments,grants|technical assistance|community benefits agreements,"SDG 7 – Affordable and Clean Energy|SDG 9 – Industry, Innovation and Infrastructure|SDG 11 – Sustainable Cities and Communities|SDG 13 – Climate Action",Federal grants can be layered with state and private financing for transmission projects; community projects may leverage additional funding from local governments and private partners.,clean power|grid infrastructure|community resilience,https://www.energy.gov/gdo/transmission-siting-and-economic-development-grants-program【213348371911855†L121-L139】,official secondary,2025-10-01T13:36:31.766825
US,United States - US,Washington (US-WA),State,Rural Economic Development Loan & Grant (REDLG) Program,Loan & Grant,rural development|infrastructure|business support|health|education,"USDA’s Rural Economic Development Loan and Grant program provides zero‑interest loans to local utilities which re‑lend the funds to rural businesses and community facilities. Grants of up to $300,000 establish revolving loan funds. Funding can support business incubators, community development, equipment for education and medical care, start‑up costs and expansion of rural enterprises【465656359637599†L31-L40】【465656359637599†L68-L74】.","Former Rural Utilities Service borrowers|Nonprofit utilities|Current Rural Development electric or telecommunications program borrowers; ultimate recipients include rural for‑profit businesses and non‑profits in communities under 50,000 population【465656359637599†L52-L56】","Loans up to USD 1 million; grants up to USD 300,000; ultimate recipients may receive up to 80% of project costs with 20% match【465656359637599†L36-L40】【465656359637599†L83-L88】",Applications accepted periodically via USDA notices,USDA Rural Development (Rural Business Service)|Local utility organizations,zero‑interest loans|grants|revolving loan funds|technical assistance,"SDG 1 – No Poverty|SDG 8 – Decent Work and Economic Growth|SDG 9 – Industry, Innovation and Infrastructure",Zero‑interest loans and grants can be combined with private financing and local utility contributions; revolving funds provide ongoing capital for rural projects.,rural infrastructure|digital connectivity|business incubation,https://www.appalachiandevelopment.org/funding/rural-economic-development-loan-and-grant-program【465656359637599†L31-L40】【465656359637599†L52-L74】【465656359637599†L83-L88】,official secondary,2025-10-01T13:36:31.766825
US,United States - US,West Virginia (US-WV),State,Transmission Siting and Economic Development (TSED) Grant Program,Grant,clean energy|infrastructure|climate resilience|economic development,The U.S. Department of Energy’s Grid Deployment Office provides up to $760 million to accelerate siting and permitting of high‑voltage transmission projects and to support community infrastructure and economic development projects in states where transmission lines are built. The program streamlines permitting and funds local benefits such as infrastructure upgrades and community engagement【213348371911855†L121-L139】.,State energy offices|Public utility commissions|Local governments|Community organisations in affected states,USD up to $760 million total; project awards vary (unknown per state),Rolling; selections announced annually,U.S. Department of Energy Grid Deployment Office|State agencies|Local governments,grants|technical assistance|community benefits agreements,"SDG 7 – Affordable and Clean Energy|SDG 9 – Industry, Innovation and Infrastructure|SDG 11 – Sustainable Cities and Communities|SDG 13 – Climate Action",Federal grants can be layered with state and private financing for transmission projects; community projects may leverage additional funding from local governments and private partners.,clean power|grid infrastructure|community resilience,https://www.energy.gov/gdo/transmission-siting-and-economic-development-grants-program【213348371911855†L121-L139】,official secondary,2025-10-01T13:36:31.766825
US,United States - US,West Virginia (US-WV),State,Rural Economic Development Loan & Grant (REDLG) Program,Loan & Grant,rural development|infrastructure|business support|health|education,"USDA’s Rural Economic Development Loan and Grant program provides zero‑interest loans to local utilities which re‑lend the funds to rural businesses and community facilities. Grants of up to $300,000 establish revolving loan funds. Funding can support business incubators, community development, equipment for education and medical care, start‑up costs and expansion of rural enterprises【465656359637599†L31-L40】【465656359637599†L68-L74】.","Former Rural Utilities Service borrowers|Nonprofit utilities|Current Rural Development electric or telecommunications program borrowers; ultimate recipients include rural for‑profit businesses and non‑profits in communities under 50,000 population【465656359637599†L52-L56】","Loans up to USD 1 million; grants up to USD 300,000; ultimate recipients may receive up to 80% of project costs with 20% match【465656359637599†L36-L40】【465656359637599†L83-L88】",Applications accepted periodically via USDA notices,USDA Rural Development (Rural Business Service)|Local utility organizations,zero‑interest loans|grants|revolving loan funds|technical assistance,"SDG 1 – No Poverty|SDG 8 – Decent Work and Economic Growth|SDG 9 – Industry, Innovation and Infrastructure",Zero‑interest loans and grants can be combined with private financing and local utility contributions; revolving funds provide ongoing capital for rural projects.,rural infrastructure|digital connectivity|business incubation,https://www.appalachiandevelopment.org/funding/rural-economic-development-loan-and-grant-program【465656359637599†L31-L40】【465656359637599†L52-L74】【465656359637599†L83-L88】,official secondary,2025-10-01T13:36:31.766825
US,United States - US,Wisconsin (US-WI),State,Transmission Siting and Economic Development (TSED) Grant Program,Grant,clean energy|infrastructure|climate resilience|economic development,The U.S. Department of Energy’s Grid Deployment Office provides up to $760 million to accelerate siting and permitting of high‑voltage transmission projects and to support community infrastructure and economic development projects in states where transmission lines are built. The program streamlines permitting and funds local benefits such as infrastructure upgrades and community engagement【213348371911855†L121-L139】.,State energy offices|Public utility commissions|Local governments|Community organisations in affected states,USD up to $760 million total; project awards vary (unknown per state),Rolling; selections announced annually,U.S. Department of Energy Grid Deployment Office|State agencies|Local governments,grants|technical assistance|community benefits agreements,"SDG 7 – Affordable and Clean Energy|SDG 9 – Industry, Innovation and Infrastructure|SDG 11 – Sustainable Cities and Communities|SDG 13 – Climate Action",Federal grants can be layered with state and private financing for transmission projects; community projects may leverage additional funding from local governments and private partners.,clean power|grid infrastructure|community resilience,https://www.energy.gov/gdo/transmission-siting-and-economic-development-grants-program【213348371911855†L121-L139】,official secondary,2025-10-01T13:36:31.766825
US,United States - US,Wisconsin (US-WI),State,Rural Economic Development Loan & Grant (REDLG) Program,Loan & Grant,rural development|infrastructure|business support|health|education,"USDA’s Rural Economic Development Loan and Grant program provides zero‑interest loans to local utilities which re‑lend the funds to rural businesses and community facilities. Grants of up to $300,000 establish revolving loan funds. Funding can support business incubators, community development, equipment for education and medical care, start‑up costs and expansion of rural enterprises【465656359637599†L31-L40】【465656359637599†L68-L74】.","Former Rural Utilities Service borrowers|Nonprofit utilities|Current Rural Development electric or telecommunications program borrowers; ultimate recipients include rural for‑profit businesses and non‑profits in communities under 50,000 population【465656359637599†L52-L56】","Loans up to USD 1 million; grants up to USD 300,000; ultimate recipients may receive up to 80% of project costs with 20% match【465656359637599†L36-L40】【465656359637599†L83-L88】",Applications accepted periodically via USDA notices,USDA Rural Development (Rural Business Service)|Local utility organizations,zero‑interest loans|grants|revolving loan funds|technical assistance,"SDG 1 – No Poverty|SDG 8 – Decent Work and Economic Growth|SDG 9 – Industry, Innovation and Infrastructure",Zero‑interest loans and grants can be combined with private financing and local utility contributions; revolving funds provide ongoing capital for rural projects.,rural infrastructure|digital connectivity|business incubation,https://www.appalachiandevelopment.org/funding/rural-economic-development-loan-and-grant-program【465656359637599†L31-L40】【465656359637599†L52-L74】【465656359637599†L83-L88】,official secondary,2025-10-01T13:36:31.766825
US,United States - US,Wyoming (US-WY),State,Transmission Siting and Economic Development (TSED) Grant Program,Grant,clean energy|infrastructure|climate resilience|economic development,The U.S. Department of Energy’s Grid Deployment Office provides up to $760 million to accelerate siting and permitting of high‑voltage transmission projects and to support community infrastructure and economic development projects in states where transmission lines are built. The program streamlines permitting and funds local benefits such as infrastructure upgrades and community engagement【213348371911855†L121-L139】.,State energy offices|Public utility commissions|Local governments|Community organisations in affected states,USD up to $760 million total; project awards vary (unknown per state),Rolling; selections announced annually,U.S. Department of Energy Grid Deployment Office|State agencies|Local governments,grants|technical assistance|community benefits agreements,"SDG 7 – Affordable and Clean Energy|SDG 9 – Industry, Innovation and Infrastructure|SDG 11 – Sustainable Cities and Communities|SDG 13 – Climate Action",Federal grants can be layered with state and private financing for transmission projects; community projects may leverage additional funding from local governments and private partners.,clean power|grid infrastructure|community resilience,https://www.energy.gov/gdo/transmission-siting-and-economic-development-grants-program【213348371911855†L121-L139】,official secondary,2025-10-01T13:36:31.766825
US,United States - US,Wyoming (US-WY),State,Rural Economic Development Loan & Grant (REDLG) Program,Loan & Grant,rural development|infrastructure|business support|health|education,"USDA’s Rural Economic Development Loan and Grant program provides zero‑interest loans to local utilities which re‑lend the funds to rural businesses and community facilities. Grants of up to $300,000 establish revolving loan funds. Funding can support business incubators, community development, equipment for education and medical care, start‑up costs and expansion of rural enterprises【465656359637599†L31-L40】【465656359637599†L68-L74】.","Former Rural Utilities Service borrowers|Nonprofit utilities|Current Rural Development electric or telecommunications program borrowers; ultimate recipients include rural for‑profit businesses and non‑profits in communities under 50,000 population【465656359637599†L52-L56】","Loans up to USD 1 million; grants up to USD 300,000; ultimate recipients may receive up to 80% of project costs with 20% match【465656359637599†L36-L40】【465656359637599†L83-L88】",Applications accepted periodically via USDA notices,USDA Rural Development (Rural Business Service)|Local utility organizations,zero‑interest loans|grants|revolving loan funds|technical assistance,"SDG 1 – No Poverty|SDG 8 – Decent Work and Economic Growth|SDG 9 – Industry, Innovation and Infrastructure",Zero‑interest loans and grants can be combined with private financing and local utility contributions; revolving funds provide ongoing capital for rural projects.,rural infrastructure|digital connectivity|business incubation,https://www.appalachiandevelopment.org/funding/rural-economic-development-loan-and-grant-program【465656359637599†L31-L40】【465656359637599†L52-L74】【465656359637599†L83-L88】,official secondary,2025-10-01T13:36:31.766825
GB,N/A,England (GB-ENG),Country,Levelling Up Fund,Grant,transport|infrastructure|town regeneration|culture,"The £4.8 billion Levelling Up Fund provides capital grants to local authorities across England, Scotland, Wales and Northern Ireland to invest in local infrastructure that drives economic recovery and regeneration. The fund focuses on transport projects, town centre and high‑street regeneration and cultural investment, prioritising areas most in need【830272437854525†L225-L244】. Bids up to £20 million (up to £50 million for transport) are considered and ranked using an index of need【830272437854525†L225-L249】.","Local authorities in England, Scotland and Wales (one bid per parliamentary constituency)|County councils with transport powers|Combined authorities|Greater London Authority|Local authorities in Northern Ireland for transport projects【830272437854525†L225-L299】",Up to GBP 20 million per project (up to GBP 50 million for transport); total fund GBP 4.8 billion【830272437854525†L225-L244】,Fund operated in three rounds (2021–2024); future rounds subject to government announcements,"UK Department for Levelling Up, Housing & Communities|HM Treasury|Department for Transport|Devolved administrations|Local authorities",capital grants|co-financing|public‑private partnerships,"SDG 9 – Industry, Innovation and Infrastructure|SDG 11 – Sustainable Cities and Communities",Local authorities may combine Levelling Up grants with local funds and private investment; transport projects often use PPP models.,urban regeneration|transport infrastructure|cultural assets,https://researchbriefings.files.parliament.uk/documents/CBP-9460/CBP-9460.pdf【830272437854525†L225-L244】【830272437854525†L245-L249】,official secondary,2025-10-01T13:36:31.766825
GB,N/A,England (GB-ENG),Country,UK Shared Prosperity Fund (UKSPF),Grant,community development|local business support|skills|social inclusion,"The UK Shared Prosperity Fund is a central pillar of the UK government’s Levelling Up agenda. It replaces EU structural funds and aims to reduce inequalities between communities by providing flexible funding to local authorities for investment in communities and place, support for local businesses and people and skills【830272437854525†L193-L204】. Allocations totalling £2.6 billion are distributed across local areas through 2022–2025.","Local authorities across the UK (England, Scotland, Wales, Northern Ireland) working with local partners; community groups; businesses",Total allocation GBP 2.6 billion through 2025; local allocations vary,Allocations for 2022–2025; local programmes may have rolling or annual calls,"UK Department for Levelling Up, Housing & Communities|Devolved administrations|Local partnership groups",grants|technical assistance|capacity building|community investment,"SDG 8 – Decent Work and Economic Growth|SDG 9 – Industry, Innovation and Infrastructure|SDG 10 – Reduced Inequalities|SDG 11 – Sustainable Cities and Communities",Funding can be combined with local match funding and private or third‑sector investment; flexible design allows blending with other grants.,community revitalisation|SME development|workforce training,https://researchbriefings.files.parliament.uk/documents/CBP-9460/CBP-9460.pdf【830272437854525†L193-L204】,official secondary,2025-10-01T13:36:31.766825
GB,N/A,Scotland (GB-SCT),Country,Levelling Up Fund,Grant,transport|infrastructure|town regeneration|culture,"The £4.8 billion Levelling Up Fund provides capital grants to local authorities across England, Scotland, Wales and Northern Ireland to invest in local infrastructure that drives economic recovery and regeneration. The fund focuses on transport projects, town centre and high‑street regeneration and cultural investment, prioritising areas most in need【830272437854525†L225-L244】. Bids up to £20 million (up to £50 million for transport) are considered and ranked using an index of need【830272437854525†L225-L249】.","Local authorities in England, Scotland and Wales (one bid per parliamentary constituency)|County councils with transport powers|Combined authorities|Greater London Authority|Local authorities in Northern Ireland for transport projects【830272437854525†L225-L299】",Up to GBP 20 million per project (up to GBP 50 million for transport); total fund GBP 4.8 billion【830272437854525†L225-L244】,Fund operated in three rounds (2021–2024); future rounds subject to government announcements,"UK Department for Levelling Up, Housing & Communities|HM Treasury|Department for Transport|Devolved administrations|Local authorities",capital grants|co-financing|public‑private partnerships,"SDG 9 – Industry, Innovation and Infrastructure|SDG 11 – Sustainable Cities and Communities",Local authorities may combine Levelling Up grants with local funds and private investment; transport projects often use PPP models.,urban regeneration|transport infrastructure|cultural assets,https://researchbriefings.files.parliament.uk/documents/CBP-9460/CBP-9460.pdf【830272437854525†L225-L244】【830272437854525†L245-L249】,official secondary,2025-10-01T13:36:31.766825
GB,N/A,Scotland (GB-SCT),Country,UK Shared Prosperity Fund (UKSPF),Grant,community development|local business support|skills|social inclusion,"The UK Shared Prosperity Fund is a central pillar of the UK government’s Levelling Up agenda. It replaces EU structural funds and aims to reduce inequalities between communities by providing flexible funding to local authorities for investment in communities and place, support for local businesses and people and skills【830272437854525†L193-L204】. Allocations totalling £2.6 billion are distributed across local areas through 2022–2025.","Local authorities across the UK (England, Scotland, Wales, Northern Ireland) working with local partners; community groups; businesses",Total allocation GBP 2.6 billion through 2025; local allocations vary,Allocations for 2022–2025; local programmes may have rolling or annual calls,"UK Department for Levelling Up, Housing & Communities|Devolved administrations|Local partnership groups",grants|technical assistance|capacity building|community investment,"SDG 8 – Decent Work and Economic Growth|SDG 9 – Industry, Innovation and Infrastructure|SDG 10 – Reduced Inequalities|SDG 11 – Sustainable Cities and Communities",Funding can be combined with local match funding and private or third‑sector investment; flexible design allows blending with other grants.,community revitalisation|SME development|workforce training,https://researchbriefings.files.parliament.uk/documents/CBP-9460/CBP-9460.pdf【830272437854525†L193-L204】,official secondary,2025-10-01T13:36:31.766825
GB,N/A,Wales (GB-WLS),Country,Levelling Up Fund,Grant,transport|infrastructure|town regeneration|culture,"The £4.8 billion Levelling Up Fund provides capital grants to local authorities across England, Scotland, Wales and Northern Ireland to invest in local infrastructure that drives economic recovery and regeneration. The fund focuses on transport projects, town centre and high‑street regeneration and cultural investment, prioritising areas most in need【830272437854525†L225-L244】. Bids up to £20 million (up to £50 million for transport) are considered and ranked using an index of need【830272437854525†L225-L249】.","Local authorities in England, Scotland and Wales (one bid per parliamentary constituency)|County councils with transport powers|Combined authorities|Greater London Authority|Local authorities in Northern Ireland for transport projects【830272437854525†L225-L299】",Up to GBP 20 million per project (up to GBP 50 million for transport); total fund GBP 4.8 billion【830272437854525†L225-L244】,Fund operated in three rounds (2021–2024); future rounds subject to government announcements,"UK Department for Levelling Up, Housing & Communities|HM Treasury|Department for Transport|Devolved administrations|Local authorities",capital grants|co-financing|public‑private partnerships,"SDG 9 – Industry, Innovation and Infrastructure|SDG 11 – Sustainable Cities and Communities",Local authorities may combine Levelling Up grants with local funds and private investment; transport projects often use PPP models.,urban regeneration|transport infrastructure|cultural assets,https://researchbriefings.files.parliament.uk/documents/CBP-9460/CBP-9460.pdf【830272437854525†L225-L244】【830272437854525†L245-L249】,official secondary,2025-10-01T13:36:31.766825
GB,N/A,Wales (GB-WLS),Country,UK Shared Prosperity Fund (UKSPF),Grant,community development|local business support|skills|social inclusion,"The UK Shared Prosperity Fund is a central pillar of the UK government’s Levelling Up agenda. It replaces EU structural funds and aims to reduce inequalities between communities by providing flexible funding to local authorities for investment in communities and place, support for local businesses and people and skills【830272437854525†L193-L204】. Allocations totalling £2.6 billion are distributed across local areas through 2022–2025.","Local authorities across the UK (England, Scotland, Wales, Northern Ireland) working with local partners; community groups; businesses",Total allocation GBP 2.6 billion through 2025; local allocations vary,Allocations for 2022–2025; local programmes may have rolling or annual calls,"UK Department for Levelling Up, Housing & Communities|Devolved administrations|Local partnership groups",grants|technical assistance|capacity building|community investment,"SDG 8 – Decent Work and Economic Growth|SDG 9 – Industry, Innovation and Infrastructure|SDG 10 – Reduced Inequalities|SDG 11 – Sustainable Cities and Communities",Funding can be combined with local match funding and private or third‑sector investment; flexible design allows blending with other grants.,community revitalisation|SME development|workforce training,https://researchbriefings.files.parliament.uk/documents/CBP-9460/CBP-9460.pdf【830272437854525†L193-L204】,official secondary,2025-10-01T13:36:31.766825
GB,N/A,Northern Ireland (GB-NIR),Country,Levelling Up Fund,Grant,transport|infrastructure|town regeneration|culture,"The £4.8 billion Levelling Up Fund provides capital grants to local authorities across England, Scotland, Wales and Northern Ireland to invest in local infrastructure that drives economic recovery and regeneration. The fund focuses on transport projects, town centre and high‑street regeneration and cultural investment, prioritising areas most in need【830272437854525†L225-L244】. Bids up to £20 million (up to £50 million for transport) are considered and ranked using an index of need【830272437854525†L225-L249】.","Local authorities in England, Scotland and Wales (one bid per parliamentary constituency)|County councils with transport powers|Combined authorities|Greater London Authority|Local authorities in Northern Ireland for transport projects【830272437854525†L225-L299】",Up to GBP 20 million per project (up to GBP 50 million for transport); total fund GBP 4.8 billion【830272437854525†L225-L244】,Fund operated in three rounds (2021–2024); future rounds subject to government announcements,"UK Department for Levelling Up, Housing & Communities|HM Treasury|Department for Transport|Devolved administrations|Local authorities",capital grants|co-financing|public‑private partnerships,"SDG 9 – Industry, Innovation and Infrastructure|SDG 11 – Sustainable Cities and Communities",Local authorities may combine Levelling Up grants with local funds and private investment; transport projects often use PPP models.,urban regeneration|transport infrastructure|cultural assets,https://researchbriefings.files.parliament.uk/documents/CBP-9460/CBP-9460.pdf【830272437854525†L225-L244】【830272437854525†L245-L249】,official secondary,2025-10-01T13:36:31.766825
GB,N/A,Northern Ireland (GB-NIR),Country,UK Shared Prosperity Fund (UKSPF),Grant,community development|local business support|skills|social inclusion,"The UK Shared Prosperity Fund is a central pillar of the UK government’s Levelling Up agenda. It replaces EU structural funds and aims to reduce inequalities between communities by providing flexible funding to local authorities for investment in communities and place, support for local businesses and people and skills【830272437854525†L193-L204】. Allocations totalling £2.6 billion are distributed across local areas through 2022–2025.","Local authorities across the UK (England, Scotland, Wales, Northern Ireland) working with local partners; community groups; businesses",Total allocation GBP 2.6 billion through 2025; local allocations vary,Allocations for 2022–2025; local programmes may have rolling or annual calls,"UK Department for Levelling Up, Housing & Communities|Devolved administrations|Local partnership groups",grants|technical assistance|capacity building|community investment,"SDG 8 – Decent Work and Economic Growth|SDG 9 – Industry, Innovation and Infrastructure|SDG 10 – Reduced Inequalities|SDG 11 – Sustainable Cities and Communities",Funding can be combined with local match funding and private or third‑sector investment; flexible design allows blending with other grants.,community revitalisation|SME development|workforce training,https://researchbriefings.files.parliament.uk/documents/CBP-9460/CBP-9460.pdf【830272437854525†L193-L204】,official secondary,2025-10-01T13:36:31.766825
FR,France - FR,Auvergne-Rhône-Alpes (FR-ARA),Region,France 2030 Investment Plan,Investment plan (grants/loans/equity),decarbonisation|innovation|industrial regeneration|energy|health|food|digital technologies,"France 2030 is a €54 billion investment plan to help companies, schools and research bodies succeed in the ecological and competitiveness transition. Half of the investments will decarbonise the economy and half will support emerging, innovative players【806429079380112†L239-L248】. The plan continues the transformation of key sectors through technological innovation and encourages the emergence of new industries across the production value chain【806429079380112†L259-L267】【806429079380112†L333-L350】.","Start‑ups|SMEs|large industrial groups|higher education establishments|research organisations|laboratories|schools participating in innovative, decarbonisation projects【806429079380112†L239-L248】【806429079380112†L259-L267】","Total budget €54 billion; grants, loans or equity investments vary by call; €11 billion committed and over 2,000 projects supported by late 2023【806429079380112†L333-L350】",Ongoing calls across sectors; proposals accepted through various competitive calls and partnerships,General Secretariat for Investment (SGPI)|Bpifrance|ADEME|Sectoral ministries,grants|concessional loans|equity investments|guarantees|research funding,"SDG 7 – Affordable and Clean Energy|SDG 9 – Industry, Innovation and Infrastructure|SDG 13 – Climate Action|SDG 2 – Zero Hunger|SDG 3 – Good Health and Well‑being","Combines public grants, loans and equity with private capital to finance innovation and decarbonisation projects; encourages blended finance and public–private partnerships.",clean energy|industrial decarbonisation|healthcare innovation|agritech|digital technology,https://www.info.gouv.fr/france2030【806429079380112†L239-L248】【806429079380112†L259-L267】【806429079380112†L333-L350】,official secondary,2025-10-01T13:36:31.766825
FR,France - FR,Bourgogne-Franche-Comté (FR-BFC),Region,France 2030 Investment Plan,Investment plan (grants/loans/equity),decarbonisation|innovation|industrial regeneration|energy|health|food|digital technologies,"France 2030 is a €54 billion investment plan to help companies, schools and research bodies succeed in the ecological and competitiveness transition. Half of the investments will decarbonise the economy and half will support emerging, innovative players【806429079380112†L239-L248】. The plan continues the transformation of key sectors through technological innovation and encourages the emergence of new industries across the production value chain【806429079380112†L259-L267】【806429079380112†L333-L350】.","Start‑ups|SMEs|large industrial groups|higher education establishments|research organisations|laboratories|schools participating in innovative, decarbonisation projects【806429079380112†L239-L248】【806429079380112†L259-L267】","Total budget €54 billion; grants, loans or equity investments vary by call; €11 billion committed and over 2,000 projects supported by late 2023【806429079380112†L333-L350】",Ongoing calls across sectors; proposals accepted through various competitive calls and partnerships,General Secretariat for Investment (SGPI)|Bpifrance|ADEME|Sectoral ministries,grants|concessional loans|equity investments|guarantees|research funding,"SDG 7 – Affordable and Clean Energy|SDG 9 – Industry, Innovation and Infrastructure|SDG 13 – Climate Action|SDG 2 – Zero Hunger|SDG 3 – Good Health and Well‑being","Combines public grants, loans and equity with private capital to finance innovation and decarbonisation projects; encourages blended finance and public–private partnerships.",clean energy|industrial decarbonisation|healthcare innovation|agritech|digital technology,https://www.info.gouv.fr/france2030【806429079380112†L239-L248】【806429079380112†L259-L267】【806429079380112†L333-L350】,official secondary,2025-10-01T13:36:31.766825
